Registration Year,EV Registrations,State,County GEOID,ZIP Code,County
2024,2,New York,,59716,
2023,1,New York,,59802,
2024,1,New York,,59802,
2023,1,New York,,59807,
2012,1,New York,,59844,
2013,1,New York,,59844,
2019,1,New York,,59901,
2023,2,New York,,59901,
2024,1,New York,,59901,
2022,1,New York,,59920,
2023,1,New York,,60004,
2021,1,New York,,60010,
2022,1,New York,,60010,
2024,1,New York,,60010,
2019,1,New York,,60013,
2016,14,New York,,60015,
2017,13,New York,,60015,
2018,38,New York,,60015,
2019,24,New York,,60015,
2020,24,New York,,60015,
2021,23,New York,,60015,
2022,31,New York,,60015,
2023,174,New York,,60015,
2012,1,New York,,60016,
2013,1,New York,,60016,
2014,1,New York,,60016,
2015,1,New York,,60016,
2016,1,New York,,60016,
2019,90,New York,,60016,
2020,46,New York,,60016,
2021,578,New York,,60016,
2022,1242,New York,,60016,
2023,1824,New York,,60016,
2024,662,New York,,60016,
2022,1,New York,,60018,
2019,1,New York,,60025,
2023,1,New York,,60025,
2022,22,New York,,60030,
2024,4,New York,,60030,
2017,11,New York,,60031,
2019,4,New York,,60031,
2022,1,New York,,60031,
2023,16,New York,,60031,
2024,2,New York,,60031,
2023,4,New York,,60035,
2024,2,New York,,60035,
2023,1,New York,,60045,
2019,1,New York,,60047,
2023,1,New York,,60047,
2016,22,New York,,60048,
2019,101,New York,,60048,
2020,188,New York,,60048,
2021,146,New York,,60048,
2022,82,New York,,60048,
2023,226,New York,,60048,
2024,61,New York,,60048,
2024,1,New York,,60060,
2022,3,New York,,60061,
2012,1,New York,,60062,
2013,3,New York,,60062,
2014,2,New York,,60062,
2015,2,New York,,60062,
2016,16,New York,,60062,
2017,30,New York,,60062,
2018,51,New York,,60062,
2019,27,New York,,60062,
2020,27,New York,,60062,
2020,1,New York,,60067,
2022,1,New York,,60090,
2021,1,New York,,60091,
2022,1,New York,,60101,
2021,2,New York,,60134,
2024,1,New York,,60134,
2024,1,New York,,60139,
2016,6,New York,,60143,
2018,24,New York,,60143,
2022,71,New York,,60143,
2023,84,New York,,60143,
2024,18,New York,,60143,
2021,23,New York,,60173,
2022,24,New York,,60173,
2023,18,New York,,60173,
2024,9,New York,,60173,
2024,1,New York,,60175,
2022,3,New York,,60177,
2020,1,New York,,60181,
2021,1,New York,,60181,
2023,1,New York,,60187,
2020,2,New York,,60201,
2024,1,New York,,60203,
2021,1,New York,,60305,
2021,1,New York,,60410,
2022,1,New York,,60435,
2023,1,New York,,60448,
2020,1,New York,,60453,
2022,1,New York,,60465,
2021,1,New York,,60467,
2019,1,New York,,60491,
2018,1,New York,,60502,
2021,13,New York,,60506,
2020,1,New York,,60516,
2024,1,New York,,60521,
2023,1,New York,,60523,
2018,1,New York,,60544,
2021,1,New York,,60544,
2019,1,New York,,60555,
2020,1,New York,,60559,
2023,4,New York,,60559,
2021,1,New York,,60563,
2022,1,New York,,60564,
2023,1,New York,,60564,
2022,1,New York,,60607,
2022,2,New York,,60608,
2023,1,New York,,60608,
2018,21,New York,,60612,
2019,1,New York,,60612,
2023,1,New York,,60613,
2020,4,New York,,60615,
2022,20,New York,,60616,
2020,1,New York,,60618,
2021,1,New York,,60622,
2023,1,New York,,60622,
2019,1,New York,,60625,
2023,1,New York,,60625,
2021,1,New York,,60626,
2023,1,New York,,60637,
2023,1,New York,,60641,
2021,2,New York,,60642,
2022,1,New York,,60642,
2022,1,New York,,60643,
2021,1,New York,,60644,
2024,1,New York,,60646,
2014,1,New York,,60647,
2015,1,New York,,60647,
2016,1,New York,,60647,
2021,3,New York,,60647,
2021,1,New York,,60654,
2021,1,New York,,60657,
2022,1,New York,,60660,
2023,1,New York,,60660,
2021,1,New York,,60707,
2022,1,New York,,61041,
2023,1,New York,,61107,
2021,1,New York,,61415,
2021,1,New York,,61616,
2023,1,New York,,61704,
2024,27,New York,,61761,
2021,10,New York,,61820,
2021,1,New York,,61821,
2021,1,New York,,61822,
2020,1,New York,,62226,
2022,1,New York,,62269,
2023,1,New York,,62298,
2021,1,New York,,62629,
2024,1,New York,,62650,
2022,1,New York,,63017,
2022,1,New York,,63020,
2020,1,New York,,63025,
2021,1,New York,,63090,
2023,1,New York,,63116,
2020,2,New York,,63132,
2022,1,New York,,63139,
2024,1,New York,,63146,
2021,22,New York,,63303,
2022,12,New York,,63303,
2023,21,New York,,63303,
2024,8,New York,,63303,
2022,1,New York,,63362,
2021,2,New York,,63366,
2023,1,New York,,63366,
2023,1,New York,,63367,
2023,1,New York,,63376,
2024,3,New York,,64012,
2023,1,New York,,64060,
2024,1,New York,,64079,
2022,1,New York,,64106,
2022,1,New York,,64152,
2024,1,New York,,64152,
2018,1,New York,,64158,
2019,1,New York,,64759,
2024,1,New York,,65203,
2023,1,New York,,65809,
2022,1,New York,,66027,
2022,1,New York,,66049,
2017,1,New York,,66062,
2021,3,New York,,66207,
2022,1,New York,,66208,
2019,23,New York,,66442,
2021,14,New York,,66442,
2023,1,New York,,67002,
2022,3,New York,,67211,
2020,1,New York,,67401,
2021,10,New York,,67502,
2022,1,New York,,68028,
2023,5,New York,,68046,
2024,6,New York,,68104,
2023,1,New York,,68106,
2024,4,New York,,68106,
2021,1,New York,,68124,
2015,1,New York,,68132,
2016,3,New York,,68132,
2024,1,New York,,68339,
2018,2,New York,,68523,
2022,18,New York,,68626,
2023,4,New York,,68701,
2020,1,New York,,68847,
2019,1,New York,,70043,
2023,2,New York,,70115,
2021,3,New York,,70118,
2020,17,New York,,70119,
2022,1,New York,,70122,
2018,1,New York,,70130,
2016,1,New York,,71112,
2017,12,New York,,71459,
2023,1,New York,,71909,
2020,1,New York,,72005,
2022,1,New York,,72113,
2024,1,New York,,72205,
2022,1,New York,,72543,
2021,1,New York,,72704,
2024,1,New York,,72712,
2024,1,New York,,72732,
2023,1,New York,,72756,
2022,1,New York,,72758,
2023,1,New York,,72916,
2022,1,New York,,73003,
2021,1,New York,,73071,
2017,1,New York,,73072,
2017,1,New York,,73099,
2019,17,New York,,73503,
2019,3,New York,,73538,
2021,21,New York,,73538,
2020,4,New York,,73703,
2022,23,New York,,73703,
2022,1,New York,,74017,
2018,1,New York,,74037,
2018,1,New York,,74074,
2021,1,New York,,74074,
2012,1,New York,,74117,
2013,1,New York,,74117,
2014,2,New York,,74117,
2018,13,New York,,74134,
2019,24,New York,,74134,
2021,391,New York,,74134,
2022,1269,New York,,74134,
2023,2355,New York,,74134,
2024,901,New York,,74134,
2024,3,New York,,75007,
2023,3,New York,,75024,
2019,1,New York,,75028,
2021,11,New York,,75028,
2021,1,New York,,75032,
2019,1,New York,,75033,
2022,1,New York,,75034,
2018,1,New York,,75035,
2020,1,New York,,75035,
2022,1,New York,,75036,
2022,1,New York,,75043,
2018,1,New York,,75056,
2023,1,New York,,75063,
2015,1,New York,,75071,
2021,1,New York,,75072,
2022,1,New York,,75077,
2022,1,New York,,75082,
2019,4,New York,,75087,
2021,13,New York,,75087,
2021,1,New York,,75092,
2022,1,New York,,75093,
2024,1,New York,,75093,
2022,1,New York,,75094,
2022,2,New York,,75126,
2019,18,New York,,75189,
2022,1,New York,,75189,
2020,1,New York,,75201,
2022,23,New York,,75201,
2024,3,New York,,75201,
2024,1,New York,,75202,
2022,3,New York,,75204,
2020,2,New York,,75205,
2022,1,New York,,75208,
2022,1,New York,,75214,
2021,1,New York,,75218,
2023,1,New York,,75219,
2024,1,New York,,75229,
2013,2,New York,,75261,
2014,2,New York,,75261,
2015,2,New York,,75261,
2016,5,New York,,75261,
2017,13,New York,,75261,
2018,12,New York,,75261,
2019,12,New York,,75261,
2020,12,New York,,75261,
2021,11,New York,,75261,
2022,48,New York,,75261,
2023,116,New York,,75261,
2024,35,New York,,75261,
2022,1,New York,,75287,
2023,1,New York,,75474,
2022,1,New York,,76016,
2017,1,New York,,76028,
2012,1,New York,,76051,
2021,1,New York,,76054,
2019,1,New York,,76108,
2022,1,New York,,76133,
2023,1,New York,,76161,
2024,1,New York,,76161,
2023,2,New York,,76177,
2024,1,New York,,76177,
2023,1,New York,,76227,
2020,3,New York,,76244,
2024,1,New York,,76248,
2011,1,New York,,77002,
2012,1,New York,,77002,
2013,1,New York,,77002,
2014,1,New York,,77002,
2015,1,New York,,77002,
2016,9,New York,,77002,
2018,25,New York,,77002,
2020,23,New York,,77002,
2022,23,New York,,77002,
2024,7,New York,,77002,
2017,1,New York,,77006,
2022,1,New York,,77015,
2021,1,New York,,77018,
2018,1,New York,,77021,
2021,1,New York,,77022,
2022,23,New York,,77034,
2024,10,New York,,77034,
2023,1,New York,,77041,
2023,1,New York,,77056,
2023,1,New York,,77057,
2024,1,New York,,77057,
2024,3,New York,,77065,
2015,1,New York,,77070,
2016,1,New York,,77070,
2021,1,New York,,77096,
2021,1,New York,,77098,
2023,1,New York,,77098,
2016,10,New York,,77254,
2018,25,New York,,77254,
2020,23,New York,,77254,
2022,1,New York,,77254,
2023,13,New York,,77304,
2021,1,New York,,77375,
2023,1,New York,,77379,
2021,1,New York,,77380,
2021,1,New York,,77382,
2022,3,New York,,77399,
2021,1,New York,,77401,
2020,1,New York,,77450,
2021,1,New York,,77459,
2022,1,New York,,77459,
2018,2,New York,,77469,
2021,2,New York,,77479,
2022,1,New York,,77479,
2021,1,New York,,77584,
2022,1,New York,,78006,
2021,1,New York,,78023,
2017,1,New York,,78045,
2022,1,New York,,78063,
2021,1,New York,,78132,
2018,23,New York,,78154,
2022,52,New York,,78154,
2023,16,New York,,78154,
2024,23,New York,,78154,
2017,11,New York,,78203,
2019,17,New York,,78203,
2021,2,New York,,78209,
2023,20,New York,,78209,
2019,1,New York,,78232,
2024,2,New York,,78234,
2023,1,New York,,78239,
2023,1,New York,,78253,
2024,1,New York,,78253,
2019,10,New York,,78257,
2019,1,New York,,78363,
2018,1,New York,,78504,
2019,1,New York,,78504,
2021,2,New York,,78620,
2023,1,New York,,78624,
2021,2,New York,,78641,
2022,1,New York,,78641,
2023,1,New York,,78641,
2020,2,New York,,78653,
2024,1,New York,,78657,
2018,1,New York,,78660,
2022,1,New York,,78665,
2022,1,New York,,78669,
2022,20,New York,,78701,
2024,1,New York,,78701,
2022,2,New York,,78702,
2023,4,New York,,78702,
2023,2,New York,,78703,
2020,1,New York,,78704,
2022,1,New York,,78704,
2022,1,New York,,78724,
2020,9,New York,,78732,
2021,1,New York,,78732,
2020,3,New York,,78733,
2019,17,New York,,78735,
2021,1,New York,,78735,
2022,1,New York,,78735,
2018,1,New York,,78738,
2022,1,New York,,78738,
2021,1,New York,,78745,
2020,1,New York,,78746,
2021,27,New York,,78746,
2023,33,New York,,78746,
2021,1,New York,,78750,
2020,1,New York,,78752,
2020,1,New York,,78756,
2023,1,New York,,78757,
2024,1,New York,,78759,
2022,1,New York,,79323,
2024,1,New York,,79912,
2020,1,New York,,79927,
2022,1,New York,,80015,
2021,1,New York,,80021,
2022,17,New York,,80021,
2021,4,New York,,80023,
2021,1,New York,,80106,
2017,1,New York,,80108,
2021,1,New York,,80108,
2020,1,New York,,80111,
2023,14,New York,,80113,
2023,1,New York,,80124,
2021,2,New York,,80127,
2022,1,New York,,80127,
2023,1,New York,,80127,
2024,1,New York,,80127,
2022,1,New York,,80129,
2023,1,New York,,80130,
2022,1,New York,,80134,
2023,1,New York,,80134,
2023,14,New York,,80202,
2020,1,New York,,80203,
2022,1,New York,,80203,
2019,1,New York,,80204,
2020,1,New York,,80204,
2022,2,New York,,80205,
2022,1,New York,,80212,
2022,1,New York,,80220,
2023,1,New York,,80220,
2019,3,New York,,80246,
2020,1,New York,,80301,
2021,1,New York,,80303,
2022,1,New York,,80303,
2022,1,New York,,80304,
2022,5,New York,,80403,
2022,1,New York,,80433,
2021,1,New York,,80435,
2023,2,New York,,80435,
2024,1,New York,,80477,
2022,1,New York,,80481,
2021,1,New York,,80487,
2019,4,New York,,80497,
2021,2,New York,,80497,
2021,1,New York,,80498,
2024,1,New York,,80498,
2018,7,New York,,80501,
2018,1,New York,,80504,
2019,2,New York,,80504,
2021,1,New York,,80504,
2020,1,New York,,80516,
2020,22,New York,,80524,
2022,40,New York,,80524,
2024,4,New York,,80524,
2018,1,New York,,80525,
2019,1,New York,,80525,
2021,1,New York,,80525,
2022,1,New York,,80547,
2022,1,New York,,80602,
2016,3,New York,,80817,
2022,1,New York,,80863,
2018,1,New York,,80906,
2023,15,New York,,80908,
2023,14,New York,,80917,
2024,1,New York,,80917,
2023,1,New York,,80919,
2022,1,New York,,81004,
2022,1,New York,,81071,
2021,1,New York,,81147,
2021,1,New York,,81230,
2021,3,New York,,81301,
2019,5,New York,,81403,
2021,1,New York,,81426,
2021,1,New York,,81601,
2022,2,New York,,81611,
2023,6,New York,,81623,
2024,1,New York,,81632,
2022,1,New York,,81657,
2021,1,New York,,82070,
2022,47,New York,,82801,
2023,14,New York,,82801,
2024,1,New York,,82801,
2020,21,New York,,83001,
2022,24,New York,,83001,
2024,4,New York,,83001,
2024,1,New York,,83002,
2021,1,New York,,83025,
2021,1,New York,,83340,
2018,1,New York,,83440,
2021,1,New York,,83455,
2021,1,New York,,83642,
2024,1,New York,,83811,
2021,1,New York,,83860,
2021,1,New York,,84004,
2018,1,New York,,84020,
2021,1,New York,,84020,
2021,1,New York,,84036,
2023,1,New York,,84037,
2022,1,New York,,84043,
2022,1,New York,,84049,
2017,1,New York,,84060,
2024,1,New York,,84060,
2024,1,New York,,84062,
2021,7,New York,,84092,
2023,20,New York,,84092,
2021,1,New York,,84094,
2022,5,New York,,84098,
2021,1,New York,,84101,
2022,1,New York,,84104,
2023,1,New York,,84108,
2020,1,New York,,84115,
2023,1,New York,,84115,
2021,1,New York,,84117,
2024,1,New York,,84403,
2022,1,New York,,84790,
2021,1,New York,,85012,
2020,22,New York,,85016,
2021,4,New York,,85016,
2019,1,New York,,85024,
2022,1,New York,,85032,
2024,1,New York,,85044,
2022,2,New York,,85048,
2022,1,New York,,85086,
2021,1,New York,,85128,
2018,8,New York,,85213,
2019,1,New York,,85224,
2020,1,New York,,85253,
2024,1,New York,,85253,
2022,1,New York,,85255,
2021,1,New York,,85260,
2022,22,New York,,85268,
2021,2,New York,,85281,
2021,1,New York,,85283,
2021,9,New York,,85295,
2024,1,New York,,85297,
2020,2,New York,,85298,
2021,2,New York,,85298,
2022,1,New York,,85323,
2022,3,New York,,85387,
2021,1,New York,,85388,
2018,3,New York,,85392,
2021,22,New York,,85614,
2022,1,New York,,85623,
2023,1,New York,,85710,
2024,1,New York,,85710,
2017,1,New York,,85718,
2022,15,New York,,85719,
2021,1,New York,,85737,
2023,1,New York,,85741,
2020,1,New York,,85742,
2018,1,New York,,85745,
2023,16,New York,,85749,
2022,1,New York,,86303,
2021,1,New York,,86314,
2023,1,New York,,87102,
2019,1,New York,,87109,
2022,1,New York,,87109,
2023,1,New York,,87110,
2021,1,New York,,87112,
2021,1,New York,,87124,
2023,1,New York,,87199,
2018,1,New York,,87505,
2024,1,New York,,87547,
2021,1,New York,,87571,
2023,1,New York,,87749,
2018,24,New York,,87901,
2021,1,New York,,88008,
2022,1,New York,,88203,
2020,22,New York,,88310,
2020,1,New York,,89011,
2021,1,New York,,89014,
2022,1,New York,,89029,
2019,1,New York,,89052,
2022,1,New York,,89052,
2021,2,New York,,89074,
2022,6,New York,,89109,
2021,1,New York,,89113,
2016,1,New York,,89134,
2024,1,New York,,89134,
2021,1,New York,,89138,
2019,1,New York,,89141,
2023,1,New York,,89141,
2021,1,New York,,89144,
2023,2,New York,,89144,
2021,5,New York,,89148,
2020,10,New York,,89436,
2020,1,New York,,90005,
2023,14,New York,,90008,
2022,2,New York,,90015,
2022,1,New York,,90018,
2019,1,New York,,90020,
2021,11,New York,,90021,
2023,11,New York,,90021,
2021,23,New York,,90024,
2023,14,New York,,90024,
2021,1,New York,,90025,
2022,25,New York,,90025,
2023,1,New York,,90025,
2018,4,New York,,90026,
2020,5,New York,,90026,
2021,6,New York,,90026,
2023,1,New York,,90026,
2017,2,New York,,90027,
2020,3,New York,,90027,
2021,4,New York,,90027,
2024,1,New York,,90027,
2022,1,New York,,90028,
2018,2,New York,,90034,
2022,3,New York,,90034,
2021,4,New York,,90036,
2022,1,New York,,90036,
2023,1,New York,,90036,
2023,8,New York,,90042,
2020,1,New York,,90045,
2021,5,New York,,90045,
2020,1,New York,,90046,
2021,18,New York,,90046,
2023,2,New York,,90046,
2022,3,New York,,90048,
2022,12,New York,,90049,
2023,12,New York,,90049,
2022,1,New York,,90058,
2021,19,New York,,90064,
2022,21,New York,,90064,
2023,13,New York,,90064,
2024,7,New York,,90064,
2023,1,New York,,90065,
2024,1,New York,,90065,
2019,1,New York,,90066,
2021,9,New York,,90066,
2022,2,New York,,90066,
2023,1,New York,,90067,
2020,1,New York,,90068,
2015,1,New York,,90069,
2016,7,New York,,90069,
2018,24,New York,,90069,
2020,30,New York,,90069,
2022,31,New York,,90069,
2021,1,New York,,90077,
2014,1,New York,,90209,
2024,7,New York,,90209,
2012,1,New York,,90210,
2021,24,New York,,90210,
2022,1,New York,,90210,
2023,2,New York,,90210,
2024,11,New York,,90210,
2019,18,New York,,90211,
2020,1,New York,,90211,
2022,10,New York,,90212,
2023,3,New York,,90212,
2024,14,New York,,90212,
2019,1,New York,,90232,
2022,24,New York,,90232,
2015,1,New York,,90254,
2018,22,New York,,90265,
2020,17,New York,,90265,
2021,32,New York,,90265,
2022,24,New York,,90265,
2023,10,New York,,90265,
2024,5,New York,,90265,
2022,1,New York,,90266,
2019,2,New York,,90272,
2023,1,New York,,90274,
2022,11,New York,,90275,
2024,1,New York,,90275,
2018,1,New York,,90277,
2018,2,New York,,90291,
2020,9,New York,,90291,
2021,13,New York,,90291,
2021,9,New York,,90292,
2020,2,New York,,90401,
2017,19,New York,,90403,
2018,10,New York,,90403,
2019,1,New York,,90403,
2020,12,New York,,90403,
2021,2,New York,,90403,
2023,11,New York,,90403,
2022,1,New York,,90404,
2023,1,New York,,90405,
2024,1,New York,,90503,
2024,1,New York,,90650,
2021,3,New York,,90731,
2015,2,New York,,90732,
2016,1,New York,,90732,
2018,3,New York,,90732,
2020,1,New York,,91007,
2017,20,New York,,91101,
2019,7,New York,,91103,
2021,18,New York,,91106,
2022,3,New York,,91107,
2021,1,New York,,91108,
2022,23,New York,,91301,
2019,1,New York,,91302,
2023,1,New York,,91302,
2022,23,New York,,91344,
2024,5,New York,,91360,
2021,1,New York,,91361,
2021,1,New York,,91362,
2023,2,New York,,91423,
2020,1,New York,,91436,
2023,1,New York,,91436,
2022,3,New York,,91505,
2023,8,New York,,91505,
2022,1,New York,,91601,
2017,10,New York,,91606,
2023,1,New York,,91709,
2020,3,New York,,91737,
2022,1,New York,,91739,
2021,1,New York,,91768,
2024,2,New York,,91780,
2023,9,New York,,91803,
2020,2,New York,,91913,
2021,2,New York,,91950,
2024,4,New York,,92007,
2021,1,New York,,92011,
2021,1,New York,,92024,
2022,1,New York,,92024,
2022,8,New York,,92028,
2023,3,New York,,92028,
2022,19,New York,,92037,
2024,5,New York,,92037,
2020,24,New York,,92058,
2022,23,New York,,92058,
2022,7,New York,,92064,
2023,7,New York,,92064,
2024,1,New York,,92082,
2016,12,New York,,92101,
2021,1,New York,,92101,
2016,14,New York,,92105,
2021,1,New York,,92110,
2022,1,New York,,92110,
2024,10,New York,,92110,
2024,2,New York,,92123,
2021,1,New York,,92126,
2020,1,New York,,92127,
2023,1,New York,,92127,
2021,2,New York,,92128,
2022,1,New York,,92154,
2020,1,New York,,92262,
2023,1,New York,,92264,
2021,8,New York,,92307,
2023,14,New York,,92315,
2021,1,New York,,92346,
2022,5,New York,,92374,
2022,1,New York,,92603,
2024,2,New York,,92604,
2023,12,New York,,92606,
2023,1,New York,,92614,
2022,1,New York,,92618,
2023,8,New York,,92618,
2016,1,New York,,92649,
2022,22,New York,,92653,
2024,5,New York,,92653,
2020,1,New York,,92660,
2021,1,New York,,92660,
2019,1,New York,,92672,
2020,10,New York,,92672,
2021,2,New York,,92692,
2024,4,New York,,92708,
2021,8,New York,,92807,
2023,13,New York,,92807,
2022,9,New York,,92860,
2018,1,New York,,92868,
2024,1,New York,,92881,
2022,1,New York,,92883,
2018,5,New York,,93021,
2022,15,New York,,93292,
2022,1,New York,,93312,
2024,1,New York,,93449,
2020,4,New York,,93924,
2022,1,New York,,93940,
2023,15,New York,,93940,
2022,9,New York,,93950,
2021,1,New York,,94025,
2024,1,New York,,94025,
2022,1,New York,,94040,
2022,1,New York,,94043,
2023,7,New York,,94061,
2022,1,New York,,94065,
2023,1,New York,,94066,
2023,18,New York,,94103,
2022,49,New York,,94104,
2020,1,New York,,94105,
2024,1,New York,,94107,
2022,1,New York,,94110,
2021,1,New York,,94114,
2020,3,New York,,94115,
2022,1,New York,,94115,
2021,1,New York,,94117,
2022,25,New York,,94123,
2024,6,New York,,94123,
2024,1,New York,,94127,
2020,1,New York,,94131,
2023,1,New York,,94131,
2014,1,New York,,94301,
2015,4,New York,,94301,
2016,1,New York,,94301,
2022,1,New York,,94301,
2015,4,New York,,94304,
2016,49,New York,,94304,
2018,22,New York,,94304,
2021,1,New York,,94304,
2022,1,New York,,94304,
2017,1,New York,,94306,
2023,10,New York,,94306,
2020,1,New York,,94402,
2022,1,New York,,94402,
2022,3,New York,,94404,
2020,1,New York,,94521,
2024,1,New York,,94536,
2019,1,New York,,94538,
2020,5,New York,,94538,
2022,1,New York,,94547,
2022,1,New York,,94549,
2020,2,New York,,94555,
2022,1,New York,,94556,
2023,1,New York,,94558,
2023,1,New York,,94563,
2024,1,New York,,94563,
2022,1,New York,,94568,
2023,6,New York,,94568,
2021,2,New York,,94582,
2022,1,New York,,94583,
2019,1,New York,,94595,
2018,5,New York,,94596,
2023,1,New York,,94596,
2022,1,New York,,94598,
2024,3,New York,,94598,
2021,1,New York,,94610,
2022,1,New York,,94610,
2024,3,New York,,94708,
2020,12,New York,,94903,
2023,14,New York,,94920,
2024,3,New York,,94952,
2022,1,New York,,94954,
2022,1,New York,,95008,
2019,2,New York,,95014,
2021,4,New York,,95014,
2024,4,New York,,95035,
2021,1,New York,,95051,
2021,17,New York,,95054,
2022,2,New York,,95054,
2020,1,New York,,95060,
2021,1,New York,,95060,
2021,1,New York,,95112,
2021,1,New York,,95113,
2022,1,New York,,95113,
2021,4,New York,,95132,
2022,1,New York,,95132,
2024,1,New York,,95132,
2021,1,New York,,95134,
2020,1,New York,,95138,
2024,1,New York,,95253,
2023,2,New York,,95356,
2020,4,New York,,95448,
2023,1,New York,,95472,
2023,1,New York,,95476,
2023,1,New York,,95612,
2017,17,New York,,95687,
2019,15,New York,,95687,
2021,1,New York,,95762,
2021,1,New York,,95817,
2022,1,New York,,95818,
2019,24,New York,,95961,
2022,1,New York,,96143,
2021,1,New York,,96161,
2021,1,New York,,96712,
2022,2,New York,,96753,
2017,6,New York,,96808,
2019,2,New York,,96808,
2021,1,New York,,97008,
2022,25,New York,,97008,
2022,5,New York,,97034,
2023,1,New York,,97034,
2021,6,New York,,97070,
2021,1,New York,,97086,
2021,1,New York,,97103,
2021,1,New York,,97123,
2024,1,New York,,97146,
2022,1,New York,,97203,
2023,1,New York,,97205,
2023,38,New York,,97209,
2024,4,New York,,97209,
2024,1,New York,,97211,
2021,3,New York,,97214,
2021,1,New York,,97266,
2023,1,New York,,97266,
2023,12,New York,,97330,
2020,3,New York,,97402,
2019,1,New York,,97408,
2022,1,New York,,98008,
2022,1,New York,,98011,
2021,3,New York,,98026,
2021,1,New York,,98027,
2023,1,New York,,98027,
2019,1,New York,,98029,
2017,11,New York,,98033,
2023,5,New York,,98033,
2022,1,New York,,98036,
2023,1,New York,,98038,
2021,1,New York,,98040,
2022,22,New York,,98040,
2023,10,New York,,98042,
2023,1,New York,,98074,
2021,1,New York,,98077,
2021,1,New York,,98101,
2023,1,New York,,98101,
2024,1,New York,,98116,
2022,1,New York,,98119,
2016,3,New York,,98121,
2017,9,New York,,98121,
2018,13,New York,,98121,
2024,4,New York,,98122,
2021,2,New York,,98133,
2018,2,New York,,98136,
2022,1,New York,,98144,
2023,18,New York,,98199,
2024,1,New York,,98199,
2019,1,New York,,98226,
2023,1,New York,,98264,
2021,1,New York,,98271,
2019,1,New York,,98303,
2019,1,New York,,98311,
2021,1,New York,,98327,
2022,1,New York,,98327,
2015,2,New York,,98332,
2017,18,New York,,98332,
2019,1,New York,,98335,
2024,1,New York,,98335,
2022,1,New York,,98373,
2019,21,New York,,98407,
2020,24,New York,,98407,
2022,18,New York,,98407,
2023,1,New York,,98407,
2024,1,New York,,98498,
2019,5,New York,,98516,
2023,14,New York,,99037,
2024,1,New York,,99114,
2021,1,New York,,99516,
2022,3,New York,,99517,
2022,1,New York,,99654,
2024,1,New York,,99701,
2021,25,New York,,99703,
2021,1,New York,,99801,
2022,1,North Carolina,,00820,
2022,1,North Carolina,,01342,
2023,1,North Carolina,,07458,
2020,1,North Carolina,,10306,
2023,1,North Carolina,,10306,
2023,1,North Carolina,,10466,
2023,1,North Carolina,,10550,
2023,1,North Carolina,,11103,
2022,1,North Carolina,,11221,
2023,2,North Carolina,,11221,
2023,1,North Carolina,,11373,
2024,1,North Carolina,,11373,
2021,1,North Carolina,,11530,
2022,2,North Carolina,,11530,
2024,1,North Carolina,,11530,
2020,1,North Carolina,,12188,
2023,1,North Carolina,,12401,
2021,1,North Carolina,,14221,
2021,1,North Carolina,,14231,
2023,12,North Carolina,,14231,
2024,9,North Carolina,,14231,
2021,1,North Carolina,,15222,
2021,1,North Carolina,,16066,
2023,2,North Carolina,,16066,
2024,1,North Carolina,,17403,
2023,2,North Carolina,,18640,
2022,1,North Carolina,,19335,
2023,2,North Carolina,,19335,
2021,1,North Carolina,,19808,
2023,1,North Carolina,,20120,
2022,1,North Carolina,,20181,
2023,2,North Carolina,,20181,
2021,1,North Carolina,,20613,
2020,1,North Carolina,,20782,
2020,12,North Carolina,,21030,
2021,19,North Carolina,,21030,
2022,50,North Carolina,,21030,
2023,494,North Carolina,,21030,
2024,116,North Carolina,,21030,
2022,35,North Carolina,,21031,
2023,122,North Carolina,,21031,
2024,5,North Carolina,,21031,
2023,2,North Carolina,,21046,
2020,32,North Carolina,,21094,
2021,33,North Carolina,,21094,
2022,11,North Carolina,,21094,
2023,101,North Carolina,,21094,
2024,19,North Carolina,,21094,
2020,2,North Carolina,,21152,
2021,4,North Carolina,,21152,
2022,2,North Carolina,,21152,
2023,69,North Carolina,,21152,
2024,22,North Carolina,,21152,
2020,1,North Carolina,,21617,
2021,1,North Carolina,,21617,
2022,3,North Carolina,,21617,
2023,4,North Carolina,,21617,
2023,1,North Carolina,,21701,
2024,3,North Carolina,,21703,
2021,1,North Carolina,,22079,
2023,1,North Carolina,,22079,
2024,1,North Carolina,,22079,
2022,1,North Carolina,,22102,
2023,2,North Carolina,,22102,
2022,1,North Carolina,,22191,
2023,1,North Carolina,,22191,
2022,1,North Carolina,,22554,
2023,1,North Carolina,,22801,
2021,1,North Carolina,,23113,
2023,2,North Carolina,,23113,
2023,2,North Carolina,,23320,
2024,1,North Carolina,,23462,
2022,2,North Carolina,,23513,
2021,1,North Carolina,,23844,
2022,2,North Carolina,,24018,
2024,1,North Carolina,,24601,
2021,1,North Carolina,,25413,
2023,2,North Carolina,,25413,
2023,1,North Carolina,,25812,
2020,1,North Carolina,,26501,
2020,24,North Carolina,,27006,
2021,22,North Carolina,,27006,
2022,84,North Carolina,,27006,
2023,169,North Carolina,,27006,
2024,30,North Carolina,,27006,
2021,1,North Carolina,,27007,
2022,2,North Carolina,,27007,
2023,10,North Carolina,,27007,
2024,2,North Carolina,,27007,
2020,2,North Carolina,,27009,
2021,6,North Carolina,,27009,
2022,9,North Carolina,,27009,
2023,18,North Carolina,,27009,
2024,8,North Carolina,,27009,
2020,1,North Carolina,,27010,
